warehouse_id,demand_region,ship_cost_per_unit_usd,lead_time_days
WH-N103721,South,2.7,2
WH-N103722,East,1.09,3
WH-N103723,West,0.63,1
WH-S103724,North,1.43,3
WH-S103725,South,1.43,3
WH-S103726,East,2.42,2
WH-S103727,West,1.15,4
WH-E103728,North,2.33,2
WH-E103729,South,2.48,1
WH-E103730,East,2.63,1
WH-E103731,West,1.58,2
WH-W103732,North,0.52,4
WH-W103733,South,0.72,4
WH-W103734,East,1.39,1
WH-W103735,West,0.67,3
WH-C103736,North,1.55,2
WH-C103737,South,2.48,1
WH-C103738,East,0.98,3
WH-C103739,West,1.14,2
WH-N103740,North,1.08,2
WH-N103741,South,2.7,2
WH-N103742,East,1.09,3
WH-N103743,West,0.63,1
WH-S103744,North,1.43,3
WH-S103745,South,1.43,3
WH-S103746,East,2.42,2
WH-S103747,West,1.15,4
WH-E103748,North,2.33,2
WH-E103749,South,2.48,1
WH-E103750,East,2.63,1
WH-E103751,West,1.58,2
WH-W103752,North,0.52,4
WH-W103753,South,0.72,4
WH-W103754,East,1.39,1
WH-W103755,West,0.67,3
WH-C103756,North,1.55,2
WH-C103757,South,2.48,1
WH-C103758,East,0.98,3
WH-C103759,West,1.14,2
WH-N103760,North,1.08,2
WH-N103761,South,2.7,2
WH-N103762,East,1.09,3
WH-N103763,West,0.63,1
WH-S103764,North,1.43,3
WH-S103765,South,1.43,3
WH-S103766,East,2.42,2
WH-S103767,West,1.15,4
WH-E103768,North,2.33,2
WH-E103769,South,2.48,1
WH-E103770,East,2.63,1
WH-E103771,West,1.58,2
WH-W103772,North,0.52,4
WH-W103773,South,0.72,4
WH-W103774,East,1.39,1
WH-W103775,West,0.67,3
WH-C103776,North,1.55,2
WH-C103777,South,2.48,1
WH-C103778,East,0.98,3
WH-C103779,West,1.14,2
WH-N103780,North,1.08,2
WH-N103781,South,2.7,2
WH-N103782,East,1.09,3
WH-N103783,West,0.63,1
WH-S103784,North,1.43,3
WH-S103785,South,1.43,3
WH-S103786,East,2.42,2
WH-S103787,West,1.15,4
WH-E103788,North,2.33,2
WH-E103789,South,2.48,1
WH-E103790,East,2.63,1
WH-E103791,West,1.58,2
WH-W103792,North,0.52,4
WH-W103793,South,0.72,4
WH-W103794,East,1.39,1
WH-W103795,West,0.67,3
WH-C103796,North,1.55,2
WH-C103797,South,2.48,1
WH-C103798,East,0.98,3
WH-C103799,West,1.14,2
WH-N103800,North,1.08,2
WH-N103801,South,2.7,2
WH-N103802,East,1.09,3
WH-N103803,West,0.63,1
WH-S103804,North,1.43,3
WH-S103805,South,1.43,3
WH-S103806,East,2.42,2
WH-S103807,West,1.15,4
WH-E103808,North,2.33,2
WH-E103809,South,2.48,1
WH-E103810,East,2.63,1
WH-E103811,West,1.58,2
WH-W103812,North,0.52,4
WH-W103813,South,0.72,4
WH-W103814,East,1.39,1
WH-W103815,West,0.67,3
WH-C103816,North,1.55,2
WH-C103817,South,2.48,1
WH-C103818,East,0.98,3
WH-C103819,West,1.14,2
WH-N103820,North,1.08,2
WH-N103821,South,2.7,2
WH-N103822,East,1.09,3
WH-N103823,West,0.63,1
WH-S103824,North,1.43,3
WH-S103825,South,1.43,3
WH-S103826,East,2.42,2
WH-S103827,West,1.15,4
WH-E103828,North,2.33,2
WH-E103829,South,2.48,1
WH-E103830,East,2.63,1
WH-E103831,West,1.58,2
WH-W103832,North,0.52,4
WH-W103833,South,0.72,4
WH-W103834,East,1.39,1
WH-W103835,West,0.67,3
WH-C103836,North,1.55,2
WH-C103837,South,2.48,1
WH-C103838,East,0.98,3
WH-C103839,West,1.14,2
WH-N103840,North,1.08,2
WH-N103841,South,2.7,2
WH-N103842,East,1.09,3
WH-N103843,West,0.63,1
WH-S103844,North,1.43,3
WH-S103845,South,1.43,3
WH-S103846,East,2.42,2
WH-S103847,West,1.15,4
WH-E103848,North,2.33,2
WH-E103849,South,2.48,1
WH-E103850,East,2.63,1
WH-E103851,West,1.58,2
WH-W103852,North,0.52,4
WH-W103853,South,0.72,4
WH-W103854,East,1.39,1
WH-W103855,West,0.67,3
WH-C103856,North,1.55,2
WH-C103857,South,2.48,1
WH-C103858,East,0.98,3
WH-C103859,West,1.14,2
WH-N103860,North,1.08,2
WH-N103861,South,2.7,2
WH-N103862,East,1.09,3
WH-N103863,West,0.63,1
WH-S103864,North,1.43,3
WH-S103865,South,1.43,3
WH-S103866,East,2.42,2
WH-S103867,West,1.15,4
WH-E103868,North,2.33,2
WH-E103869,South,2.48,1
WH-E103870,East,2.63,1
WH-E103871,West,1.58,2
WH-W103872,North,0.52,4
WH-W103873,South,0.72,4
WH-W103874,East,1.39,1
WH-W103875,West,0.67,3
WH-C103876,North,1.55,2
WH-C103877,South,2.48,1
WH-C103878,East,0.98,3
WH-C103879,West,1.14,2
WH-N103880,North,1.08,2
WH-N103881,South,2.7,2
WH-N103882,East,1.09,3
WH-N103883,West,0.63,1
WH-S103884,North,1.43,3
WH-S103885,South,1.43,3
WH-S103886,East,2.42,2
WH-S103887,West,1.15,4
WH-E103888,North,2.33,2
WH-E103889,South,2.48,1
WH-E103890,East,2.63,1
WH-E103891,West,1.58,2
WH-W103892,North,0.52,4
WH-W103893,South,0.72,4
WH-W103894,East,1.39,1
WH-W103895,West,0.67,3
WH-C103896,North,1.55,2
WH-C103897,South,2.48,1
WH-C103898,East,0.98,3
WH-C103899,West,1.14,2
WH-N103900,North,1.08,2
WH-N103901,South,2.7,2
WH-N103902,East,1.09,3
WH-N103903,West,0.63,1
WH-S103904,North,1.43,3
WH-S103905,South,1.43,3
WH-S103906,East,2.42,2
WH-S103907,West,1.15,4
WH-E103908,North,2.33,2
WH-E103909,South,2.48,1
WH-E103910,East,2.63,1
WH-E103911,West,1.58,2
WH-W103912,North,0.52,4
WH-W103913,South,0.72,4
WH-W103914,East,1.39,1
WH-W103915,West,0.67,3
WH-C103916,North,1.55,2
WH-C103917,South,2.48,1
WH-C103918,East,0.98,3
WH-C103919,West,1.14,2
WH-N103920,North,1.08,2
WH-N103921,South,2.7,2
WH-N103922,East,1.09,3
WH-N103923,West,0.63,1
WH-S103924,North,1.43,3
WH-S103925,South,1.43,3
WH-S103926,East,2.42,2
WH-S103927,West,1.15,4
WH-E103928,North,2.33,2
WH-E103929,South,2.48,1
WH-E103930,East,2.63,1
WH-E103931,West,1.58,2
WH-W103932,North,0.52,4
WH-W103933,South,0.72,4
WH-W103934,East,1.39,1
WH-W103935,West,0.67,3
WH-C103936,North,1.55,2
WH-C103937,South,2.48,1
WH-C103938,East,0.98,3
WH-C103939,West,1.14,2
WH-N103940,North,1.08,2
WH-N103941,South,2.7,2
WH-N103942,East,1.09,3
WH-N103943,West,0.63,1
WH-S103944,North,1.43,3
WH-S103945,South,1.43,3
WH-S103946,East,2.42,2
WH-S103947,West,1.15,4
WH-E103948,North,2.33,2
WH-E103949,South,2.48,1
WH-E103950,East,2.63,1
WH-E103951,West,1.58,2
WH-W103952,North,0.52,4
WH-W103953,South,0.72,4
WH-W103954,East,1.39,1
WH-W103955,West,0.67,3
WH-C103956,North,1.55,2
WH-C103957,South,2.48,1
WH-C103958,East,0.98,3
WH-C103959,West,1.14,2
WH-N103960,North,1.08,2
WH-N103961,South,2.7,2
WH-N103962,East,1.09,3
WH-N103963,West,0.63,1
WH-S103964,North,1.43,3
WH-S103965,South,1.43,3
WH-S103966,East,2.42,2
WH-S103967,West,1.15,4
WH-E103968,North,2.33,2
WH-E103969,South,2.48,1
WH-E103970,East,2.63,1
WH-E103971,West,1.58,2
WH-W103972,North,0.52,4
WH-W103973,South,0.72,4
WH-W103974,East,1.39,1
WH-W103975,West,0.67,3
WH-C103976,North,1.55,2
WH-C103977,South,2.48,1
WH-C103978,East,0.98,3
WH-C103979,West,1.14,2
WH-N103980,North,1.08,2
WH-N103981,South,2.7,2
WH-N103982,East,1.09,3
WH-N103983,West,0.63,1
WH-S103984,North,1.43,3
WH-S103985,South,1.43,3
WH-S103986,East,2.42,2
WH-S103987,West,1.15,4
WH-E103988,North,2.33,2
WH-E103989,South,2.48,1
WH-E103990,East,2.63,1
WH-E103991,West,1.58,2
WH-W103992,North,0.52,4
WH-W103993,South,0.72,4
WH-W103994,East,1.39,1
WH-W103995,West,0.67,3
WH-C103996,North,1.55,2
WH-C103997,South,2.48,1
WH-C103998,East,0.98,3
WH-C103999,West,1.14,2
WH-N104000,North,1.08,2
WH-N104001,South,2.7,2
WH-N104002,East,1.09,3
WH-N104003,West,0.63,1
WH-S104004,North,1.43,3
WH-S104005,South,1.43,3
WH-S104006,East,2.42,2
WH-S104007,West,1.15,4
WH-E104008,North,2.33,2
WH-E104009,South,2.48,1
WH-E104010,East,2.63,1
WH-E104011,West,1.58,2
WH-W104012,North,0.52,4
WH-W104013,South,0.72,4
WH-W104014,East,1.39,1
WH-W104015,West,0.67,3
WH-C104016,North,1.55,2
WH-C104017,South,2.48,1
WH-C104018,East,0.98,3
WH-C104019,West,1.14,2
WH-N104020,North,1.08,2
WH-N104021,South,2.7,2
WH-N104022,East,1.09,3
WH-N104023,West,0.63,1
WH-S104024,North,1.43,3
WH-S104025,South,1.43,3
WH-S104026,East,2.42,2
WH-S104027,West,1.15,4
WH-E104028,North,2.33,2
WH-E104029,South,2.48,1
WH-E104030,East,2.63,1
WH-E104031,West,1.58,2
WH-W104032,North,0.52,4
WH-W104033,South,0.72,4
WH-W104034,East,1.39,1
WH-W104035,West,0.67,3
WH-C104036,North,1.55,2
WH-C104037,South,2.48,1
WH-C104038,East,0.98,3
WH-C104039,West,1.14,2
WH-N104040,North,1.08,2
WH-N104041,South,2.7,2
WH-N104042,East,1.09,3
WH-N104043,West,0.63,1
WH-S104044,North,1.43,3
WH-S104045,South,1.43,3
WH-S104046,East,2.42,2
WH-S104047,West,1.15,4
WH-E104048,North,2.33,2
WH-E104049,South,2.48,1
WH-E104050,East,2.63,1
WH-E104051,West,1.58,2
WH-W104052,North,0.52,4
WH-W104053,South,0.72,4
WH-W104054,East,1.39,1
WH-W104055,West,0.67,3
WH-C104056,North,1.55,2
WH-C104057,South,2.48,1
WH-C104058,East,0.98,3
WH-C104059,West,1.14,2
WH-N104060,North,1.08,2
WH-N104061,South,2.7,2
WH-N104062,East,1.09,3
WH-N104063,West,0.63,1
WH-S104064,North,1.43,3
WH-S104065,South,1.43,3
WH-S104066,East,2.42,2
WH-S104067,West,1.15,4
WH-E104068,North,2.33,2
WH-E104069,South,2.48,1
WH-E104070,East,2.63,1
WH-E104071,West,1.58,2
WH-W104072,North,0.52,4
WH-W104073,South,0.72,4
WH-W104074,East,1.39,1
WH-W104075,West,0.67,3
WH-C104076,North,1.55,2
WH-C104077,South,2.48,1
WH-C104078,East,0.98,3
WH-C104079,West,1.14,2
WH-N104080,North,1.08,2
WH-N104081,South,2.7,2
WH-N104082,East,1.09,3
WH-N104083,West,0.63,1
WH-S104084,North,1.43,3
WH-S104085,South,1.43,3
WH-S104086,East,2.42,2
WH-S104087,West,1.15,4
WH-E104088,North,2.33,2
WH-E104089,South,2.48,1
WH-E104090,East,2.63,1
WH-E104091,West,1.58,2
WH-W104092,North,0.52,4
WH-W104093,South,0.72,4
WH-W104094,East,1.39,1
WH-W104095,West,0.67,3
WH-C104096,North,1.55,2
WH-C104097,South,2.48,1
WH-C104098,East,0.98,3
WH-C104099,West,1.14,2
WH-N104100,North,1.08,2
WH-N104101,South,2.7,2
WH-N104102,East,1.09,3
WH-N104103,West,0.63,1
WH-S104104,North,1.43,3
WH-S104105,South,1.43,3
WH-S104106,East,2.42,2
WH-S104107,West,1.15,4
WH-E104108,North,2.33,2
WH-E104109,South,2.48,1
WH-E104110,East,2.63,1
WH-E104111,West,1.58,2
WH-W104112,North,0.52,4
WH-W104113,South,0.72,4
WH-W104114,East,1.39,1
WH-W104115,West,0.67,3
WH-C104116,North,1.55,2
WH-C104117,South,2.48,1
WH-C104118,East,0.98,3
WH-C104119,West,1.14,2
WH-N104120,North,1.08,2
WH-N104121,South,2.7,2
WH-N104122,East,1.09,3
WH-N104123,West,0.63,1
WH-S104124,North,1.43,3
WH-S104125,South,1.43,3
WH-S104126,East,2.42,2
WH-S104127,West,1.15,4
WH-E104128,North,2.33,2
WH-E104129,South,2.48,1
WH-E104130,East,2.63,1
WH-E104131,West,1.58,2
WH-W104132,North,0.52,4
WH-W104133,South,0.72,4
WH-W104134,East,1.39,1
WH-W104135,West,0.67,3
WH-C104136,North,1.55,2
WH-C104137,South,2.48,1
WH-C104138,East,0.98,3
WH-C104139,West,1.14,2
WH-N104140,North,1.08,2
WH-N104141,South,2.7,2
WH-N104142,East,1.09,3
WH-N104143,West,0.63,1
WH-S104144,North,1.43,3
WH-S104145,South,1.43,3
WH-S104146,East,2.42,2
WH-S104147,West,1.15,4
WH-E104148,North,2.33,2
WH-E104149,South,2.48,1
WH-E104150,East,2.63,1
WH-E104151,West,1.58,2
WH-W104152,North,0.52,4
WH-W104153,South,0.72,4
WH-W104154,East,1.39,1
WH-W104155,West,0.67,3
WH-C104156,North,1.55,2
WH-C104157,South,2.48,1
WH-C104158,East,0.98,3
WH-C104159,West,1.14,2
WH-N104160,North,1.08,2
WH-N104161,South,2.7,2
WH-N104162,East,1.09,3
WH-N104163,West,0.63,1
WH-S104164,North,1.43,3
WH-S104165,South,1.43,3
WH-S104166,East,2.42,2
WH-S104167,West,1.15,4
WH-E104168,North,2.33,2
WH-E104169,South,2.48,1
WH-E104170,East,2.63,1
WH-E104171,West,1.58,2
WH-W104172,North,0.52,4
WH-W104173,South,0.72,4
WH-W104174,East,1.39,1
WH-W104175,West,0.67,3
WH-C104176,North,1.55,2
WH-C104177,South,2.48,1
WH-C104178,East,0.98,3
WH-C104179,West,1.14,2
WH-N104180,North,1.08,2
WH-N104181,South,2.7,2
WH-N104182,East,1.09,3
WH-N104183,West,0.63,1
WH-S104184,North,1.43,3
WH-S104185,South,1.43,3
WH-S104186,East,2.42,2
WH-S104187,West,1.15,4
WH-E104188,North,2.33,2
WH-E104189,South,2.48,1
WH-E104190,East,2.63,1
WH-E104191,West,1.58,2
WH-W104192,North,0.52,4
WH-W104193,South,0.72,4
WH-W104194,East,1.39,1
WH-W104195,West,0.67,3
WH-C104196,North,1.55,2
WH-C104197,South,2.48,1
WH-C104198,East,0.98,3
WH-C104199,West,1.14,2
WH-N104200,North,1.08,2
WH-N104201,South,2.7,2
WH-N104202,East,1.09,3
WH-N104203,West,0.63,1
WH-S104204,North,1.43,3
WH-S104205,South,1.43,3
WH-S104206,East,2.42,2
WH-S104207,West,1.15,4
WH-E104208,North,2.33,2
WH-E104209,South,2.48,1
WH-E104210,East,2.63,1
WH-E104211,West,1.58,2
WH-W104212,North,0.52,4
WH-W104213,South,0.72,4
WH-W104214,East,1.39,1
WH-W104215,West,0.67,3
WH-C104216,North,1.55,2
WH-C104217,South,2.48,1
WH-C104218,East,0.98,3
WH-C104219,West,1.14,2
WH-N104220,North,1.08,2
WH-N104221,South,2.7,2
WH-N104222,East,1.09,3
WH-N104223,West,0.63,1
WH-S104224,North,1.43,3
WH-S104225,South,1.43,3
WH-S104226,East,2.42,2
WH-S104227,West,1.15,4
WH-E104228,North,2.33,2
WH-E104229,South,2.48,1
WH-E104230,East,2.63,1
WH-E104231,West,1.58,2
WH-W104232,North,0.52,4
WH-W104233,South,0.72,4
WH-W104234,East,1.39,1
WH-W104235,West,0.67,3
WH-C104236,North,1.55,2
WH-C104237,South,2.48,1
WH-C104238,East,0.98,3
WH-C104239,West,1.14,2
WH-N104240,North,1.08,2
WH-N104241,South,2.7,2
WH-N104242,East,1.09,3
WH-N104243,West,0.63,1
WH-S104244,North,1.43,3
WH-S104245,South,1.43,3
WH-S104246,East,2.42,2
WH-S104247,West,1.15,4
WH-E104248,North,2.33,2
WH-E104249,South,2.48,1
WH-E104250,East,2.63,1
WH-E104251,West,1.58,2
WH-W104252,North,0.52,4
WH-W104253,South,0.72,4
WH-W104254,East,1.39,1
WH-W104255,West,0.67,3
WH-C104256,North,1.55,2
WH-C104257,South,2.48,1
WH-C104258,East,0.98,3
WH-C104259,West,1.14,2
WH-N104260,North,1.08,2
WH-N104261,South,2.7,2
WH-N104262,East,1.09,3
WH-N104263,West,0.63,1
WH-S104264,North,1.43,3
WH-S104265,South,1.43,3
WH-S104266,East,2.42,2
WH-S104267,West,1.15,4
WH-E104268,North,2.33,2
WH-E104269,South,2.48,1
WH-E104270,East,2.63,1
WH-E104271,West,1.58,2
WH-W104272,North,0.52,4
WH-W104273,South,0.72,4
WH-W104274,East,1.39,1
WH-W104275,West,0.67,3
WH-C104276,North,1.55,2
WH-C104277,South,2.48,1
WH-C104278,East,0.98,3
WH-C104279,West,1.14,2
WH-N104280,North,1.08,2
WH-N104281,South,2.7,2
WH-N104282,East,1.09,3
WH-N104283,West,0.63,1
WH-S104284,North,1.43,3
WH-S104285,South,1.43,3
WH-S104286,East,2.42,2
WH-S104287,West,1.15,4
WH-E104288,North,2.33,2
WH-E104289,South,2.48,1
WH-E104290,East,2.63,1
WH-E104291,West,1.58,2
WH-W104292,North,0.52,4
WH-W104293,South,0.72,4
WH-W104294,East,1.39,1
WH-W104295,West,0.67,3
WH-C104296,North,1.55,2
WH-C104297,South,2.48,1
WH-C104298,East,0.98,3
WH-C104299,West,1.14,2
WH-N104300,North,1.08,2
WH-N104301,South,2.7,2
WH-N104302,East,1.09,3
WH-N104303,West,0.63,1
WH-S104304,North,1.43,3
WH-S104305,South,1.43,3
WH-S104306,East,2.42,2
WH-S104307,West,1.15,4
WH-E104308,North,2.33,2
WH-E104309,South,2.48,1
WH-E104310,East,2.63,1
WH-E104311,West,1.58,2
WH-W104312,North,0.52,4
WH-W104313,South,0.72,4
WH-W104314,East,1.39,1
WH-W104315,West,0.67,3
WH-C104316,North,1.55,2
WH-C104317,South,2.48,1
WH-C104318,East,0.98,3
WH-C104319,West,1.14,2
WH-N104320,North,1.08,2
WH-N104321,South,2.7,2
WH-N104322,East,1.09,3
WH-N104323,West,0.63,1
WH-S104324,North,1.43,3
WH-S104325,South,1.43,3
WH-S104326,East,2.42,2
WH-S104327,West,1.15,4
WH-E104328,North,2.33,2
WH-E104329,South,2.48,1
WH-E104330,East,2.63,1
WH-E104331,West,1.58,2
WH-W104332,North,0.52,4
WH-W104333,South,0.72,4
WH-W104334,East,1.39,1
WH-W104335,West,0.67,3
WH-C104336,North,1.55,2
WH-C104337,South,2.48,1
WH-C104338,East,0.98,3
WH-C104339,West,1.14,2
WH-N104340,North,1.08,2
WH-N104341,South,2.7,2
WH-N104342,East,1.09,3
WH-N104343,West,0.63,1
WH-S104344,North,1.43,3
WH-S104345,South,1.43,3
WH-S104346,East,2.42,2
WH-S104347,West,1.15,4
WH-E104348,North,2.33,2
WH-E104349,South,2.48,1
WH-E104350,East,2.63,1
WH-E104351,West,1.58,2
WH-W104352,North,0.52,4
WH-W104353,South,0.72,4
WH-W104354,East,1.39,1
WH-W104355,West,0.67,3
WH-C104356,North,1.55,2
WH-C104357,South,2.48,1
WH-C104358,East,0.98,3
WH-C104359,West,1.14,2
WH-N104360,North,1.08,2
WH-N104361,South,2.7,2
WH-N104362,East,1.09,3
WH-N104363,West,0.63,1
WH-S104364,North,1.43,3
WH-S104365,South,1.43,3
WH-S104366,East,2.42,2
WH-S104367,West,1.15,4
WH-E104368,North,2.33,2
WH-E104369,South,2.48,1
WH-E104370,East,2.63,1
WH-E104371,West,1.58,2
WH-W104372,North,0.52,4
WH-W104373,South,0.72,4
WH-W104374,East,1.39,1
WH-W104375,West,0.67,3
WH-C104376,North,1.55,2
WH-C104377,South,2.48,1
WH-C104378,East,0.98,3
WH-C104379,West,1.14,2
WH-N104380,North,1.08,2
WH-N104381,South,2.7,2
WH-N104382,East,1.09,3
WH-N104383,West,0.63,1
WH-S104384,North,1.43,3
WH-S104385,South,1.43,3
WH-S104386,East,2.42,2
WH-S104387,West,1.15,4
WH-E104388,North,2.33,2
WH-E104389,South,2.48,1
WH-E104390,East,2.63,1
WH-E104391,West,1.58,2
WH-W104392,North,0.52,4
WH-W104393,South,0.72,4
WH-W104394,East,1.39,1
WH-W104395,West,0.67,3
WH-C104396,North,1.55,2
WH-C104397,South,2.48,1
WH-C104398,East,0.98,3
WH-C104399,West,1.14,2
WH-N104400,North,1.08,2
WH-N104401,South,2.7,2
WH-N104402,East,1.09,3
WH-N104403,West,0.63,1
WH-S104404,North,1.43,3
WH-S104405,South,1.43,3
WH-S104406,East,2.42,2
WH-S104407,West,1.15,4
WH-E104408,North,2.33,2
WH-E104409,South,2.48,1
WH-E104410,East,2.63,1
WH-E104411,West,1.58,2
WH-W104412,North,0.52,4
WH-W104413,South,0.72,4
WH-W104414,East,1.39,1
WH-W104415,West,0.67,3
WH-C104416,North,1.55,2
WH-C104417,South,2.48,1
WH-C104418,East,0.98,3
WH-C104419,West,1.14,2
WH-N104420,North,1.08,2
WH-N104421,South,2.7,2
WH-N104422,East,1.09,3
WH-N104423,West,0.63,1
WH-S104424,North,1.43,3
WH-S104425,South,1.43,3
WH-S104426,East,2.42,2
WH-S104427,West,1.15,4
WH-E104428,North,2.33,2
WH-E104429,South,2.48,1
WH-E104430,East,2.63,1
WH-E104431,West,1.58,2
WH-W104432,North,0.52,4
WH-W104433,South,0.72,4
WH-W104434,East,1.39,1
WH-W104435,West,0.67,3
WH-C104436,North,1.55,2
WH-C104437,South,2.48,1
WH-C104438,East,0.98,3
WH-C104439,West,1.14,2
WH-N104440,North,1.08,2
WH-N104441,South,2.7,2
WH-N104442,East,1.09,3
WH-N104443,West,0.63,1
WH-S104444,North,1.43,3
WH-S104445,South,1.43,3
WH-S104446,East,2.42,2
WH-S104447,West,1.15,4
WH-E104448,North,2.33,2
WH-E104449,South,2.48,1
WH-E104450,East,2.63,1
WH-E104451,West,1.58,2
WH-W104452,North,0.52,4
WH-W104453,South,0.72,4
WH-W104454,East,1.39,1
WH-W104455,West,0.67,3
WH-C104456,North,1.55,2
WH-C104457,South,2.48,1
WH-C104458,East,0.98,3
WH-C104459,West,1.14,2
WH-N104460,North,1.08,2
WH-N104461,South,2.7,2
WH-N104462,East,1.09,3
WH-N104463,West,0.63,1
WH-S104464,North,1.43,3
WH-S104465,South,1.43,3
WH-S104466,East,2.42,2
WH-S104467,West,1.15,4
WH-E104468,North,2.33,2
WH-E104469,South,2.48,1
WH-E104470,East,2.63,1
WH-E104471,West,1.58,2
WH-W104472,North,0.52,4
WH-W104473,South,0.72,4
WH-W104474,East,1.39,1
WH-W104475,West,0.67,3
WH-C104476,North,1.55,2
WH-C104477,South,2.48,1
WH-C104478,East,0.98,3
WH-C104479,West,1.14,2
WH-N104480,North,1.08,2
WH-N104481,South,2.7,2
WH-N104482,East,1.09,3
WH-N104483,West,0.63,1
WH-S104484,North,1.43,3
WH-S104485,South,1.43,3
WH-S104486,East,2.42,2
WH-S104487,West,1.15,4
WH-E104488,North,2.33,2
WH-E104489,South,2.48,1
WH-E104490,East,2.63,1
WH-E104491,West,1.58,2
WH-W104492,North,0.52,4
WH-W104493,South,0.72,4
WH-W104494,East,1.39,1
WH-W104495,West,0.67,3
WH-C104496,North,1.55,2
WH-C104497,South,2.48,1
WH-C104498,East,0.98,3
WH-C104499,West,1.14,2
WH-N104500,North,1.08,2
WH-N104501,South,2.7,2
WH-N104502,East,1.09,3
WH-N104503,West,0.63,1
WH-S104504,North,1.43,3
WH-S104505,South,1.43,3
WH-S104506,East,2.42,2
WH-S104507,West,1.15,4
WH-E104508,North,2.33,2
WH-E104509,South,2.48,1
WH-E104510,East,2.63,1
WH-E104511,West,1.58,2
WH-W104512,North,0.52,4
WH-W104513,South,0.72,4
WH-W104514,East,1.39,1
WH-W104515,West,0.67,3
WH-C104516,North,1.55,2
WH-C104517,South,2.48,1
WH-C104518,East,0.98,3
WH-C104519,West,1.14,2
WH-N104520,North,1.08,2
WH-N104521,South,2.7,2
WH-N104522,East,1.09,3
WH-N104523,West,0.63,1
WH-S104524,North,1.43,3
WH-S104525,South,1.43,3
WH-S104526,East,2.42,2
WH-S104527,West,1.15,4
WH-E104528,North,2.33,2
WH-E104529,South,2.48,1
WH-E104530,East,2.63,1
WH-E104531,West,1.58,2
WH-W104532,North,0.52,4
WH-W104533,South,0.72,4
WH-W104534,East,1.39,1
WH-W104535,West,0.67,3
WH-C104536,North,1.55,2
WH-C104537,South,2.48,1
WH-C104538,East,0.98,3
WH-C104539,West,1.14,2
WH-N104540,North,1.08,2
WH-N104541,South,2.7,2
WH-N104542,East,1.09,3
WH-N104543,West,0.63,1
WH-S104544,North,1.43,3
WH-S104545,South,1.43,3
WH-S104546,East,2.42,2
WH-S104547,West,1.15,4
WH-E104548,North,2.33,2
WH-E104549,South,2.48,1
WH-E104550,East,2.63,1
WH-E104551,West,1.58,2
WH-W104552,North,0.52,4
WH-W104553,South,0.72,4
WH-W104554,East,1.39,1
WH-W104555,West,0.67,3
WH-C104556,North,1.55,2
WH-C104557,South,2.48,1
WH-C104558,East,0.98,3
WH-C104559,West,1.14,2
WH-N104560,North,1.08,2
WH-N104561,South,2.7,2
WH-N104562,East,1.09,3
WH-N104563,West,0.63,1
WH-S104564,North,1.43,3
WH-S104565,South,1.43,3
WH-S104566,East,2.42,2
WH-S104567,West,1.15,4
WH-E104568,North,2.33,2
WH-E104569,South,2.48,1
WH-E104570,East,2.63,1
WH-E104571,West,1.58,2
WH-W104572,North,0.52,4
WH-W104573,South,0.72,4
WH-W104574,East,1.39,1
WH-W104575,West,0.67,3
WH-C104576,North,1.55,2
WH-C104577,South,2.48,1
WH-C104578,East,0.98,3
WH-C104579,West,1.14,2
WH-N104580,North,1.08,2
WH-N104581,South,2.7,2
WH-N104582,East,1.09,3
WH-N104583,West,0.63,1
WH-S104584,North,1.43,3
WH-S104585,South,1.43,3
WH-S104586,East,2.42,2
WH-S104587,West,1.15,4
WH-E104588,North,2.33,2
WH-E104589,South,2.48,1
WH-E104590,East,2.63,1
WH-E104591,West,1.58,2
WH-W104592,North,0.52,4
WH-W104593,South,0.72,4
WH-W104594,East,1.39,1
WH-W104595,West,0.67,3
WH-C104596,North,1.55,2
WH-C104597,South,2.48,1
WH-C104598,East,0.98,3
WH-C104599,West,1.14,2
WH-N104600,North,1.08,2
WH-N104601,South,2.7,2
WH-N104602,East,1.09,3
WH-N104603,West,0.63,1
WH-S104604,North,1.43,3
WH-S104605,South,1.43,3
WH-S104606,East,2.42,2
WH-S104607,West,1.15,4
WH-E104608,North,2.33,2
WH-E104609,South,2.48,1
WH-E104610,East,2.63,1
WH-E104611,West,1.58,2
WH-W104612,North,0.52,4
WH-W104613,South,0.72,4
WH-W104614,East,1.39,1
WH-W104615,West,0.67,3
WH-C104616,North,1.55,2
WH-C104617,South,2.48,1
WH-C104618,East,0.98,3
WH-C104619,West,1.14,2
WH-N104620,North,1.08,2
WH-N104621,South,2.7,2
WH-N104622,East,1.09,3
WH-N104623,West,0.63,1
WH-S104624,North,1.43,3
WH-S104625,South,1.43,3
WH-S104626,East,2.42,2
WH-S104627,West,1.15,4
WH-E104628,North,2.33,2
WH-E104629,South,2.48,1
WH-E104630,East,2.63,1
WH-E104631,West,1.58,2
WH-W104632,North,0.52,4
WH-W104633,South,0.72,4
WH-W104634,East,1.39,1
WH-W104635,West,0.67,3
WH-C104636,North,1.55,2
WH-C104637,South,2.48,1
WH-C104638,East,0.98,3
WH-C104639,West,1.14,2
WH-N104640,North,1.08,2
WH-N104641,South,2.7,2
WH-N104642,East,1.09,3
WH-N104643,West,0.63,1
WH-S104644,North,1.43,3
WH-S104645,South,1.43,3
WH-S104646,East,2.42,2
WH-S104647,West,1.15,4
WH-E104648,North,2.33,2
WH-E104649,South,2.48,1
WH-E104650,East,2.63,1
WH-E104651,West,1.58,2
